"descriptor","Place_ID","place_standard"
"Herssele","4229","Herzele"
"Hersselensis","4229","Herzele"
"Hersselingen","4179","Herfelingen"
"Hersselt","4212","Herselt"
"Herst","4213","Herstal"
"Herstal","4213","Herstal"
"Herstalensis","4213","Herstal"
"Herstaliensis","4213","Herstal"
"Herstall","4213","Herstal"
"Herstallensis","4213","Herstal"
"Herstalliensis","4213","Herstal"
"Herstellensis","4213","Herstal"
"Herstensis","4214","Herstensis"
"Hersy","4215","Hersy"
"Herten","4216","Herten"
"Herthirensis","4217","Herthirensis"
"Hertzig","2998","Ersange"
"Herve","282","Herve"
"Hervensis","282","Herve"
"Hervia","282","Herve"
"Hervianus","282","Herve"
"Herviensis","282","Herve"
"Hervius","282","Herve"
"Hervlingensis","4179","Herfelingen"
"Herwipolensis","8972","Würzburg"
"Herzaux","283","Herzeeuw"
"Herzeaix","283","Herzeeuw"
"Herzele","4229","Herzele"
"Herzelensis","4229","Herzele"
"Hesart","4231","Hesart"
"Hesbaije","3963","Haspengouw"
"Hescantiniensis","2809","Écaussinnes"
"Hesdieniensis","4232","Hesdin"
"Hesdinensis","4232","Hesdin"
"Hesdiniensis","4232","Hesdin"
"Hesellzus","4234","Hesellzus"
"Hesensis","4062","Hees"
"Hesincanus","4235","Hesincanus"
"Hesius","4068","Heeze"
"Hespel","4236","Hespel"
"Hespen","6555","Overhespen"
"Hespen Inferiori","6081","Neerhespen"
"Hespensis","6555","Overhespen"
"Hesselensis","4239","Hessel"
"Hessenensis","4238","Hesse"
"Hessingen","3029","Essingen"
"Hessus","0",""
"Hest","4242","Hest"
"Hestelensis","4243","Hestelensis"
"Hestenbergh","4244","Hestenberg"
"Hestensis","4238","Hesse"
"Hetdorff","4177","Herdorf"
"Hetigiensis","4245","Hetigiensis"
"Heuchenij","4246","Heuchin"
"Heuck","4247","Heuck"
"Heule","4248","Heule"
"Heulen","4248","Heule"
"Heumen","284","Heumen"
"Heur","4250","Heure"
"Heurdinghensis","3917","Hardinghen"
"Heure","4250","Heure"
"Heure le Romain","4251","Heure-le-Romain"
"Heurne","4253","Heurne"
"Heusdanus","285","Heusden"
"Heusden","285","Heusden"
"Heusdensis","285","Heusden"
"Heusdin","0",""
"Heusiensis","4255","Heusiensis"
"Heusignie","4512","Huissignies"
"Heusseignies","4512","Huissignies"
"Heusseldensis","4256","Heusseldensis"
"Heussensis","4257","Heussensis"
"Heutmes","4258","Heutmes"
"Heuvies","4259","Heuvy"
"Hevarenbecanus","287","Hilvarenbeek"
"Hevelensis","4260","Hevelensis"
"Hever","4261","Hever"
"Heveranus","4261","Hever"
"Heverberghe","3050","Everberg"
"Heverensis","4261","Hever"
"Heverle","4262","Heverlee"
"Heverleensis","4262","Heverlee"
"Hevijet","4263","Hevijet"
"Hevillé","4264","Hévillers"
"Heviller","4264","Hévillers"
"Hevillers","4264","Hévillers"
"Hevrensis","4261","Hever"
"Hevriensis","4261","Hever"
"Hewensis","4265","Hewensis"
"Hex","269","Heks"
"Hexellensis","269","Heks"
"Hexfordiensis","269","Heks"
"Heycruys","266","Heikruis"
"Heydelbergensis","5999","multipel check"
"Heydinghe","582","Sleidinge"
"Heylecinensis","4266","Heylissem"
"Heylesemensis","447","Neerheylissem"
"Heylessemensis","447","Neerheylissem"
"Heylhuijsen","4269","Heythuysen"
"Heylichsemensis","447","Neerheylissem"
"Heylissem","5999","multipel check"
"Heylissem Inferiori","447","Neerheylissem"
"Heylissen Inferiori","447","Neerheylissem"
"Heylissim","447","Neerheylissem"
"Heynburgensis","4267","Heynburg"
"Heysdensis","285","Heusden"
"Heyse","4091","Heist-aan-Zee"
"Heyssensis","286","Heyssensis"
"Heyst","267","Heist"
"Heystenberg","268","Heist-op-den-Berg"
"Heystenbergh","268","Heist-op-den-Berg"
"Heystensis","267","Heist"
"Heythuysen","4269","Heythuysen"
"Heywcruys","266","Heikruis"
"Hezendalensis","277","Herentals"
"Heziensis","4068","Heeze"
"Hezius","4068","Heeze"
"Hiagiriensis","4270","Hiagiriensis"
"Hibernensis","4560","Ierland"
"Hiberni","4560","Ierland"
"Hiberno","4271","Hiberno"
"Hibernus","4560","Ierland"
"Hiberus","4560","Ierland"
"Hiblensis","4272","Hiblensis"
"Hichtellensis","4273","Hichtellensis"
"Hielgemensis","4289","Hillegem"
"Hienbekanus","4294","Himbeek of Humbeek check"
"Hiergensis","4276","Hiergensis"
"Hierges","4277","Hierges"
"Hiergs","4277","Hierges"
"Hiernii","281","Herne"
"Hiersel","2833","Eersel"
"Hietensis","4278","Hietensis"
"Hietvelt","4279","Hietvelt"
"Hijbernus","4560","Ierland"
"Hijpobrachelianus","4280","Hijpobrachelianus"
"Hijsbergensis","4071","Heiberg"
"Hijswijckans","4281","Hijswijckans"
"Hijve","4282","Hijve"
"Hil","4287","Hill"
"Hilariensis","4283","Hilariensis"
"Hildesemensis","4285","Hildesheim"
"Hildesiensis","4285","Hildesheim"
"Hileensis","4286","Hileensis"
"Hillegem","4289","Hillegem"
"Hillensis","4288","Hille"
"Hiltrup","4290","Hiltrup"
"Hilvanus","4291","Hilvanus"
"Hilvarebecanus","287","Hilvarenbeek"
"Hilvarenbecanus","287","Hilvarenbeek"
"Hilvarenbeeck","287","Hilvarenbeek"
"Hilvarenbeek","287","Hilvarenbeek"
"Hilvarenbicanus","0",""
"Hilverbecanus","287","Hilvarenbeek"
"Hilverebecanus","287","Hilvarenbeek"
"Hilverenbecanus","287","Hilvarenbeek"
"Hilverenbeeck","287","Hilvarenbeek"
"Hilverenbekanus","287","Hilvarenbeek"
"Hilverschbeckanus","287","Hilvarenbeek"
"Hilverschbeeckanus","287","Hilvarenbeek"
"Hilversom","288","Hilversum"
"Hilverstelensis","4292","Hilverstelensis"
"Hilvertensis","4293","Hilvertensis"
"Hilwharenbecanus","287","Hilvarenbeek"
"Himbelle","4295","Himbelle"
"Hinckelnoit","4297","Hinkelenoord"
"Hingene","289","Hingene"
"Hingeon","4296","Hingeon"
"Hinghen","289","Hingene"
"Hinghene","289","Hingene"
"Hinn ad Mosam","0",""
"Hinniensis","3803","Haine-Saint-Pierre"
"Hinniensis Sancti Petri","3803","Haine-Saint-Pierre"
"Hinsbergensis","4298","Hinsbergensis"
"Hion","4551","Hyon"
"Hionensis","4551","Hyon"
"Hiperensis","306","Ieper"
"Hipignye","274","Heppignies"
"Hiplet","4299","Hiplet"
"Hippegnie","274","Heppignies"
"Hippeignij","274","Heppignies"
"Hippezijme","4300","Hippezijme"
"Hippolitanus","7297","Sank Pölten"
"Hiprensis","306","Ieper"
"Hirzkenacensis","724","Germany"
"Hispalensis","7462","Sevilla"
"Hispaliensis","7462","Sevilla"
"Hispalis","7462","Sevilla"
"Hispallensis","7462","Sevilla"
"Hispani","751","Spain"
"Hispanie","751","Spain"
"Hispanobelga","0",""
"Hispanus","751","Spain"
"Hispanus Asturianus","1109","Asturië"
"Hisselensis","4301","Hisselensis"
"Histert","4066","Heestert"
"Hittere","4608","Itter"
"Hittriensis","4608","Itter"
"Hive","4303","Hives"
"Hiveng","4302","Hiveng"
"Hiwijsanus","4304","Hiwijsanus"
"Hoannomontanus","61","Mons"
"Hobbertinganus","4323","Hoepertingen"
"Hobbocken","290","Hoboken"
"Hobediensis","4306","Hobediensis"
"Hobermensis","4307","Hobermensis"
"Hobocanus","290","Hoboken"
"Hobocken","290","Hoboken"
"Hoboken","290","Hoboken"
"Hobokoij","290","Hoboken"
"Hocananus","4308","Hocananus"
"Hochstratanus","295","Hoogstraten"
"Hochtensis","4309","Hocht"
"Hockgem","6328","Okegem"
"Hocquelie","291","Hocquelie"
"Hocsigniensis","4310","Hocsigniensis"
"Hocstratanus","295","Hoogstraten"
"Hoctensis","4309","Hocht"
"Hodege","4311","Hodeige"
"Hodegiensis","4311","Hodeige"
"Hodenggonies","299","Houdeng-Gœgnies"
"Hodet","4312","Hodet"
"Hodetenus","4313","Hodetenus"
"Hodimont","4314","Hodimont"
"Hodomontensis","4442","Houdemont"
"Hodrange","4315","Hodrange"
"Hoduensis","4316","Hody"
"Hoe","292","Hoei"
"Hoechleidanus","4395","Hooglede"
"Hoechstratanus","295","Hoogstraten"
"Hoechstraten","295","Hoogstraten"
"Hoechstratensis","295","Hoogstraten"
"Hoegaerden","4318","Hoegaarden"
"Hoegaerdiensis","4318","Hoegaarden"
"Hoegardiensis","4318","Hoegaarden"
"Hoegloen","4394","Hoogeloon"
"Hoegnesiensis","4319","Hoegnesiensis"
"Hoelaert","293","Hoeilaart"
"Hoelbecanus","4320","Hoelbeek"
"Hoemoet","0",""
"Hoensbroeck","4322","Hoensbroek"
"Hoepvut","4324","Hoepvut"
"Hoesbrockanus","4322","Hoensbroek"
"Hoesdensis","285","Heusden"
"Hoesensis","4238","Hesse"
"Hoesselensis","4326","Hoesselt"
"Hoesselt","4325","Hoeselt"
"Hoestratanus","295","Hoogstraten"
"Hoetensis","4327","Hoetensis"
"Hoeve","294","Hoeven"
"Hoevel","466","Oevel"
"Hoeven","294","Hoeven"
"Hoevenen","4329","Hoevenen"
"Hoeverensis","4328","Hoeve"
"Hoffaliensis","4445","Houffalize"
"Hoffalisiensis","4445","Houffalize"
"Hoffaliziensis","4445","Houffalize"
"Hoffstade","4331","Hofstade"
"Hofftaliensis","4445","Houffalize"
"Hofsay","4330","Hofsay"
"Hofstade","4331","Hofstade"
"Hofstadiensis","4331","Hofstade"
"Hogaestratanus","295","Hoogstraten"
"Hogardiensis","4318","Hoegaarden"
"Hogelonensis","4394","Hoogeloon"
"Hogemensis","4335","Hogemensis"
"Hogemierdt","4333","Hoge Mierde"
"Hogerstratanus","295","Hoogstraten"
"Hogestratanus","295","Hoogstraten"
"Hogheloen","4394","Hoogeloon"
"Hogiensis","4337","Hogiensis"
"Hogledensis","4395","Hooglede"
"Hogloniensis","4394","Hoogeloon"
"Hogstratanus","295","Hoogstraten"
"Hohenburgensis","0",""
"Hoije","4478","Houyet"
"Hoijen","4478","Houyet"
"Hoijensis","4338","Hoijensis"
"Hoijet","4478","Houyet"
"Hoijetz","4478","Houyet"
"Hoijlaerde","293","Hoeilaart"
"Hoijmijlensis","4339","Hoijmijlensis"
"Hoirck","4340","Hoirck"
"Hoire","4341","Hoire"
"Hoits","4342","Hoits"
"Hokerzeelensis","4343","Hokerzeelensis"
"Holaerde","293","Hoeilaart"
"Holandi","748","Netherlands"
"Holange","4351","Hollange"
"Holbecanus","4352","Hollebeke"
"Holbecensis","4357","Holsbeek"
"Holcinensis","4346","Holcinensis"
"Holdenzeel","470","Oldenzaal"
"Holecensis","4347","Holecensis"
"Holede","4321","Hoeleden"
"Holedensis","4321","Hoeleden"
"Holediensis","4321","Hoeleden"
"Holen","251","Halen"
"Holensis","4345","Hol"
"Holers","4354","Hollers"
"Holidensis","4348","Holidensis"
"Hollandie","4350","Holland"
"Hollandinus","748","Netherlands"
"Hollandus","748","Netherlands"
"Hollasalensis","470","Oldenzaal"
"Holler","4353","Holler"
"Hollers","4354","Hollers"
"Holloekem","4349","Hollaken"
"Hollogne","4355","Hollogne-aux-Pierres"
"Holloing","4355","Hollogne-aux-Pierres"
"Holloniensis","4355","Hollogne-aux-Pierres"
"Holmensis","4356","Holmensis"
"Holoniensis","4355","Hollogne-aux-Pierres"
"Holsatia","4360","Holstein"
"Holsatus","4360","Holstein"
"Holsbecanus","4357","Holsbeek"
"Holsbeeck","4357","Holsbeek"
"Holseta","4358","Holset"
"Holstatia","4360","Holstein"
"Holstensis","0",""
"Holtgerlingensis","4362","Holzgerlingen"
"Holthesiensis","4361","Holthusen"
"Hombecq","4363","Hombeek"
"Hombeeck","4363","Hombeek"
"Hombeij","4364","Hombeij"
"Homburgensis","4366","Homburg"
"Homelius","4367","Homelius"
"Homergenus","4368","Homergenus"
"Hommel","6352","Ommel, Nederland of Lommel check"
"Homontanus","4370","Homontanus"
"Homtensis","4371","Homtensis"
"Hon","5999","multipel check"
"Hondegem","4372","Hondeghem"
"Hondighem","4372","Hondeghem"
"Hondischotanus","4374","Hondschoote"
"Hondiscotanus","4374","Hondschoote"
"Hondiscotensis","4374","Hondschoote"
"Hondscgotanus","4374","Hondschoote"
"Hondtensis","4375","Hondtensis"
"Hondthalensis","4469","Houthalen"
"Honegiensis","4376","Honegem"
"Honerarus","4377","Honerarus"
"Honnaij","4379","Honnay"
"Honneff","1201","Bad Honnef"
"Honon","4380","Honon"
"Honot","4381","Honot"
"Honsberganus","4382","Honsberg"
"Honsbrock","4322","Hoensbroek"
"Honsbroeck","4322","Hoensbroek"
"Honschotanus","4374","Hondschoote"
"Honsel","4383","Honsel"
"Honsnetensis","4384","Honsnetensis"
"Hontenensis","4385","Hontenensis"
"Hontenisse","4386","Hontenisse"
"Honterianus","4387","Honterianus"
"Hontiscota","4374","Hondschoote"
"Hontiscotanus","4374","Hondschoote"
"Hontoir","4388","Hontoir"
"Hoobeeck","4305","Hobeck"
"Hoochpetensis","4389","Hoochpetensis"
"Hoochstratanus","295","Hoogstraten"
"Hoochstrate","4390","Hoochstrate"
"Hoochstraten","295","Hoogstraten"
"Hoochstratensis","295","Hoogstraten"
"Hoochtratanus","295","Hoogstraten"
"Hoochtwaudanus","4398","Hoogwoud"
"Hoocstratanus","295","Hoogstraten"
"Hooff","4391","Hooff"
"Hoofstade","4331","Hofstade"
"Hooft","300","Hove"
"Hoogardiensis","4318","Hoegaarden"
"Hooge Mierde","4333","Hoge Mierde"
"Hoogeloon","4394","Hoogeloon"
"Hoogenstratanus","295","Hoogstraten"
"Hoogestratanus","295","Hoogstraten"
"Hooghenpaltensis","4965","Le Neubourg"
"Hooghestratanus","295","Hoogstraten"
"Hooghlede","4395","Hooglede"
"Hooghstaeten","0",""
"Hooghstraetanus","295","Hoogstraten"
"Hooghstratanus","295","Hoogstraten"
"Hooghstratensis","295","Hoogstraten"
"Hooglede","4395","Hooglede"
"Hoogleden","4395","Hooglede"
"Hoogmode","4396","Hoogmade"
"Hoogstraetanus","295","Hoogstraten"
"Hoogstratangensis","295","Hoogstraten"
"Hoogstratanus","295","Hoogstraten"
"Hoogwoudanus","4398","Hoogwoud"
"Hooijestranus","295","Hoogstraten"
"Hoolaert","293","Hoeilaart"
"Hoolart","293","Hoeilaart"
"Hoolsbeek","4357","Holsbeek"
"Hoormaniis","296","Hoorn"
"Hoornensis","296","Hoorn"
"Hoorst","4423","Horstedt"
"Hoosgtaede","4397","Hoogstade"
"Hoosterwycanus","6397","Oosterwijk"
"Hoostratanus","295","Hoogstraten"
"Hoppaij","305","Huppaye"
"Hopperlingensis","4323","Hoepertingen"
"Hoppertingen","4323","Hoepertingen"
"Hoppigni","274","Heppignies"
"Hoprensis","4401","Hoprensis"
"Hops","4402","Hops"
"Horchstratanus","295","Hoogstraten"
"Horconus","4404","Horconus"
"Horebroucanus","4407","Horebroucanus"
"Horenbeck","4406","Horebeke"
"Horenbecke","4406","Horebeke"
"Horenbeke","4408","Horenbeke"
"Horion","4409","Horion"
"Horionensis","4409","Horion"
"Horlin","4410","Horlin"
"Hormanensis","4411","Hormanensis"
"Hormi minori","0",""
"Horn","5999","multipel check"
"Horn Sancti Petri","296","Hoorn"
"Hornamensis","4412","Hornamensis"
"Hornanus","296","Hoorn"
"Horneburg","4413","Hornburg"
"Hornensis","296","Hoorn"
"Hornes","4416","Hornu"
"Hornianus","296","Hoorn"
"Hornn","296","Hoorn"
"Hornonus","296","Hoorn"
"Horns","4415","Horns"
"Hornu","4416","Hornu"
"Hornuensis","4416","Hornu"
"Horpmalensis","4419","Horpmaal"
"Horruensis","297","Horrues"
"Horrues","297","Horrues"
"Horscot","469","Oirschot"
"Horsmariensis","4421","Horsmar"
"Horst","4422","Horst"
"Horstanus","4422","Horst"
"Horstensis","4422","Horst"
"Hortensis","4424","Hortensis"
"Hortmarensis","4425","Hortmarensis"
"Horuanus","4426","Horuanus"
"Horviensis","4427","Horviensis"
"Hosadiensis","4428","Hosadiensis"
"Hoschheit","4429","Hoscheid"
"Hoseckensis","4430","Hoseckensis"
"Hosek","4431","Hosek"
"Hossmiensis","4432","Hossmiensis"
"Hostensis","4434","Host"
"Hosterhoultanus","477","Oosterhout"
"Hostert","4436","Hostert"
"Hostiensis","4437","Hostiensis"
"Hostratanus","295","Hoogstraten"
"Hotomontensis","4438","Hottomont"
"Hotoniensis","298","Hotton"
"Hotten","298","Hotton"
"Hotton","298","Hotton"
"Hottoniensis","298","Hotton"
"Hou","4439","Hou"
"Houchstratanus","295","Hoogstraten"
"Houdaing Goignie","299","Houdeng-Gœgnies"
"Houdamensis","4440","Houdain"
"Houdanensis","4440","Houdain"
"Houddanus","4440","Houdain"
"Houde","4441","Houde"
"Houde Goegnies","299","Houdeng-Gœgnies"
"Houdegogne","299","Houdeng-Gœgnies"
"Houdegognie","299","Houdeng-Gœgnies"
"Houdegoignée","299","Houdeng-Gœgnies"
"Houdegoignies","299","Houdeng-Gœgnies"
"Houdegoigniez","299","Houdeng-Gœgnies"
"Houdelgognies","299","Houdeng-Gœgnies"
"Houden","299","Houdeng-Gœgnies"
"Houdeng","299","Houdeng-Gœgnies"
"Houdeng Gognies","299","Houdeng-Gœgnies"
"Houdeng-Goignies","299","Houdeng-Gœgnies"
"Houdenggonies","299","Houdeng-Gœgnies"
"Houdez","4443","Houdez"
"Houdez Goegnies","299","Houdeng-Gœgnies"
"Houdez Gognies","299","Houdeng-Gœgnies"
"Houdez Gogniez","299","Houdeng-Gœgnies"
"Houdez-Gognies","299","Houdeng-Gœgnies"
"Houdezgognies","299","Houdeng-Gœgnies"
"Houdij","4444","Houdij"
"Houding Goignies","299","Houdeng-Gœgnies"
"Houfaliciensis","4445","Houffalize"
"Houffalisiensis","4445","Houffalize"
"Houffensiensis","4503","Hüffen"
"Hougaerde","4318","Hoegaarden"
"Hougaerdiensis","4318","Hoegaarden"
"Hougardensis","4318","Hoegaarden"
"Hougardienses","4318","Hoegaarden"
"Hougardiensis","4318","Hoegaarden"
"Hougardis","4318","Hoegaarden"
"Hougburtensis","4446","Hougburtensis"
"Houijet","4478","Houyet"
"Houillet","4447","Houilles"
"Houlart","293","Hoeilaart"
"Houliensis","4448","Houliensis"
"Houlkercke","4449","Houlkercke"
"Houloir","4450","Houloir"
"Houlstragiensis","4451","Houlstragiensis"
"Houpaie","305","Huppaye"
"Houpaij","305","Huppaye"
"Houpentingensis","4323","Hoepertingen"
"Houpertingen","4323","Hoepertingen"
"Houplines","4452","Houplin"
"Houpliniensis","4453","Houplines"
"Houppertingen","4323","Hoepertingen"
"Hour","4454","Hour"
"Hourain","4455","Houraing"
"Hourpelegrand","4457","Hourpelegrand"
"Hours","4454","Hour"
"Houselensis","4325","Hoeselt"
"Housem","4458","Housem"
"Housinne","4479","Houzenne"
"Housselensis","4325","Hoeselt"
"Houstensis","4459","Houstensis"
"Houstradanus","4460","Houstradanus"
"Houtain","4472","Houthem"
"Houtain le Mont","4462","Houtain-le-Mont"
"Houtain le Val","4463","Houtain-le-Val"
"Houtaint Le Mont","4462","Houtain-le-Mont"
"Houtalensis","4469","Houthalen"
"Houtaniensis","4466","Houten"
"Houtanus","4466","Houten"
"Houte","4466","Houten"
"Houtem","4465","Houtem"
"Houtem Episcopi","668","Walshoutem"
"Houtem Sancti Livini","566","Sint-Lievens-Houtem"
"Houten","4465","Houtem"
"Houten Sancti Livini","566","Sint-Lievens-Houtem"
"Houteniensis","4467","Houteniensis"
"Houtensis","4466","Houten"
"Houtesterensis","4468","Houtesterensis"
"Houtgaerden","6541","Outgaarden"
"Houthaele","4469","Houthalen"
"Houthaelen","4469","Houthalen"
"Houthalen","4469","Houthalen"
"Houthay","4471","Houthay"
"Houthem","5999","multipel check"
"Houthemensis","4472","Houthem"
"Houthemius","4472","Houthem"
"Houtheverle","6509","Oud-Heverlee"
"Houthgharden","6541","Outgaarden"
"Houtien","4466","Houten"
"Houton","4474","Houton"
"Houtragensis","4475","Houtragensis"
"Houtrain le Mont","4462","Houtain-le-Mont"
"Houtres","4476","Houtres"
"Houttomont","4442","Houdemont"
"Houvensis","4328","Hoeve"
"Houyet","4478","Houyet"
"Hove","300","Hove"
"Hovensis","300","Hove"
"Hoves","300","Hove"
"Hoviensis","4481","Hoviensis"
"Hovius","4329","Hoevenen"
"Hovriensis","4482","Hovriensis"
"Hoxbergen","4483","Hoxbergen"
"Hoxen","4484","Hoxen"
"Hoyanus","301","Hoyanus"
"Hoyleydensis","4485","Hoyland"
"Hoysurltensis","4486","Hoysurltensis"
"Hozemontensis","4487","Hozémont"
"Hozewicanus","4488","Hozewicanus"
"Huanus","292","Hoei"
"Hubechies","4489","Hubechies"
"Hubergensis","303","Hulsberg"
"Hubertanus","550","Saint-Hubert"
"Hubertensis","550","Saint-Hubert"
"Hubertinus","550","Saint-Hubert"
"Hubertus","550","Saint-Hubert"
"Hubiniensis","4490","Hubienne"
"Hubinne","4491","Hubinne"
"Hublain","7236","Saint-Herblain"
"Huccorniensis","4492","Huccorgne"
"Hucensis","4493","Hucensis"
"Hucerne","5324","Lucerne"
"Huchensis","4494","Huchensis"
"Huchoviensis","4495","Huchoviensis"
"Huckelen","4496","Huckelen"
"Huden","4498","Huden"
"Hudertanus","4499","Hudertanus"
"Huelangensis","4500","Huelangensis"
"Huensis","292","Hoei"
"Huensus","292","Hoei"
"Huesdanus","285","Heusden"
"Huesden","285","Heusden"
"Huesdensis","285","Heusden"
"Huetensis","4501","Huetensis"
"Hufalensis","4445","Houffalize"
"Hufasiliensis","4445","Houffalize"
"Huffelensis","4502","Huffel"
"Hugaerdiensis","4318","Hoegaarden"
"Hugardensis","4318","Hoegaarden"
"Hugardiensis","4318","Hoegaarden"
"Hugonnus","4505","Hugonnus"
"Huibernus","4560","Ierland"
"Huijberghen","4506","Huibergen"
"Huijensis","4507","Huijensis"
"Huijsen","4510","Huise"
"Huijsenssis","4510","Huise"
"Huijsse","4510","Huise"
"Huijssensis","4510","Huise"
"Huijssingensis","4513","Huizingen"
"Huijst","4508","Huijst"
"Hulbeeck","4357","Holsbeek"
"Huldenbergh","302","Huldenberg"
"Huleberge","302","Huldenberg"
"Huleberghe","302","Huldenberg"
"Huletanus","4514","Hulett"
"Hulfertanus","4515","Hulfertanus"
"Hullebergensis","4516","Hullebergensis"
"Hulleberghensis","302","Huldenberg"
"Hullenbergh","302","Huldenberg"
"Hullustensis","4517","Hullustensis"
"Hulpe","7883","Terhulpen"
"Hulpensis","7883","Terhulpen"
"Hulsanus","304","Hulst"
"Hulsberch","303","Hulsberg"
"Hulsberg","303","Hulsberg"
"Hulsel","4519","Hulsel"
"Hulsenau","4520","Hulsen"
"Hulshaudt","4521","Hulshout"
"Hulshaut","4521","Hulshout"
"Hulshautanus","4521","Hulshout"
"Hulsiniaux","4522","Hulsonniaux"
"Hulsioniaux","4522","Hulsonniaux"
"Hulsonio","4522","Hulsonniaux"
"Hulsonniaux","4522","Hulsonniaux"
"Hulst","304","Hulst"
"Hulstanus","304","Hulst"
"Hulstenses","304","Hulst"
"Hulstensis","304","Hulst"
"Hulsthoudt","4521","Hulshout"
"Hulsthout","4521","Hulshout"
"Hultensis","304","Hulst"
"humanista","0",""
"Humbecanus","4524","Humbeek"
"Humbeck","4524","Humbeek"
"Humbecke","4524","Humbeek"
"Humbeeck","4524","Humbeek"
"Humbertinus","4525","Humbertinus"
"Humburgensis","3844","Hamburg"
"Humensis","4527","Humensis"
"Humeriensis","4528","Humeree"
"Humsuranus","3838","Ham-sur-Heure"
"Hunciniensis","4530","Hunciniensis"
"Hundelgem","4531","Hundelgem"
"Hunensis","4529","Hun"
"Hungarus","7837","Szeged"
"Hupaije","305","Huppaye"
"Hupaye","305","Huppaye"
"Hupee","305","Huppaye"
